"App Name","App Id","Category","Rating","Rating Count","Installs","Minimum Installs","Maximum Installs","Free","Price","Currency","Size","Minimum Android","Developer Id","Developer Website","Developer Email","Released","Last Updated","Content Rating","Privacy Policy","Ad Supported","In App Purchases","Editors Choice","Scraped Time"
"<U+5FAE><U+5546><U+76F8><U+518C><U+56FD><U+9645><U+7248>","com.truedian.world","Tools",3.8,378,"50,000+",50000,51483,TRUE,0,"USD","30M","4.1 and up","<U+6DF1><U+5733><U+5E02><U+5FAE><U+8D2D><U+79D1><U+6280><U+6709><U+9650><U+516C><U+53F8>",NA,"yangxi@wegooooo.com","Nov 8, 2018","Mar 15, 2021","Everyone","http://www.wegooooo.com",FALSE,FALSE,FALSE,2021-06-16 09:20:25
"AR Rocket","com.skysoft.arrocket","Entertainment",0,0,"50+",50,81,TRUE,0,"USD","14M","5.1 and up","IZONE","http://izoneinteractive.com/","arviewapp@gmail.com","Jan 15, 2020","Jan 13, 2020","Everyone","https://docs.google.com/document/d/1FsA0fgeLHMgf3IRdp6C1C-GvbGB_Df3A4HgB4lNITgc/edit?usp=sharing",FALSE,FALSE,FALSE,2021-06-15 23:44:34
"Us Army Counter Terrorism FPS Shooting Strike Game","com.fps.counter.attack.us.army.shooting.game","Action",3.1,30,"10,000+",10000,11843,TRUE,0,"USD","Varies with device","4.3 and up","333 games",NA,"oneeightlygamestudio@outlook.com","Dec 17, 2019","Jul 21, 2020","Teen","https://sites.google.com/view/33333gamesprivacy/home",TRUE,FALSE,FALSE,2021-06-16 10:16:10
"Way: Freestyle","com.bpg.way","Casual",0,0,"10+",10,20,TRUE,0,"USD","17M","4.0 and up","rahills","https://android.rahills.net","rahillsgplayinfo@gmail.com","Sep 8, 2017","Sep 29, 2017","Everyone","https://docs.google.com/document/d/e/2PACX-1vRs3r12fS8V90vVhu8dXLiQDdKhxREtAux1q3hCD8c6JDwVaL1EqSw2zTflYvZder3n39tiSKaXe0UA/pub",FALSE,FALSE,FALSE,2021-06-16 00:30:22
"SwannEye Plus","com.ipcam.Swann","Video Players & Editors",3.5,158,"10,000+",10000,45165,TRUE,0,"USD","2.5M","2.2 and up","Swann Communications","http://www.swann.com","tech@swann.com","Dec 10, 2013","Dec 11, 2013","Everyone","http://www.swann.com/privacy",FALSE,FALSE,FALSE,2021-06-16 08:32:22
"Polestar Pilates Costa Rica","com.bewe.app1325","Lifestyle",0,0,"1+",1,1,TRUE,0,"USD","78M","7.0 and up","Bewe Smart Software",NA,"app@bewe.io","Mar 12, 2020","Jun 29, 2020","Everyone","https://bewe.io/cr/politica-privacidad/",FALSE,FALSE,FALSE,2021-06-16 04:27:18
"Solitaire Card Game - Solitaire Classic 2018","crazy.card.game.studios","Card",0,0,"100+",100,263,TRUE,0,"USD","6.4M","4.0 and up","Superior Crazy Games Studio",NA,"CrazyGames.4085.Studio@gmail.com","May 2, 2018","Oct 10, 2018","Everyone","http://www.rbrgloblesolution.in/CrazyGamesStudio/PrivacyCrazy/privacy_policy.html",TRUE,FALSE,FALSE,2021-06-16 05:00:37
"Soluciones Sorprendentes","com.SolucionesSorprendentes.ike","Lifestyle",0,0,"50+",50,52,TRUE,0,"USD","3.9M","4.1 and up","Iké Asistencia","http://www.ikeasistencia.com","ikemobilemx@gmail.com",NA,"Mar 09, 2018","Everyone","http://www.ikeasistencia.com",FALSE,FALSE,FALSE,2021-06-16 02:34:22
"EatEasy - Online Food, Grocery Delivery & Dine In","com.eateasily.androidapp","Food & Drink",3.8,336,"10,000+",10000,49334,TRUE,0,"USD","Varies with device","Varies with device","Eateasily Online JLT","https://www.eateasy.ae","info@eateasy.ae","May 20, 2014","May 23, 2021","Everyone","https://www.eateasy.ae/page/privacy_and_policy",FALSE,FALSE,FALSE,2021-06-16 05:41:45
"1000 Bhakti Songs","com.abiramiaudio.abiramimusical","Music & Audio",4.3,33,"5,000+",5000,9864,TRUE,0,"USD","9.2M","5.0 and up","Abirami Apps","http://www.abiramionline.com","apps@abiramionline.com","Aug 10, 2017","May 04, 2021","Everyone","http://www.abiramionline.com/pages/privacy-policy/app-privacy-policy.html",TRUE,TRUE,FALSE,2021-06-16 09:21:57
"Car Art Wallpapers HD","com.andromo.dev680484.app1023795","Personalization",0,0,"100+",100,235,TRUE,0,"USD","8.2M","4.1 and up","JiggyTech","https://jiggytech.blogspot.com/","prasetyoanggi421@gmail.com","Sep 13, 2019","Feb 17, 2021","Everyone","https://jiggytech.blogspot.com/2021/02/privacy-policy-of-jiggytech-application.html",TRUE,FALSE,FALSE,2021-06-16 07:26:51
"Lao Sze Chaun-Chinatown","com.LaoSzeChuanChinatown","Food & Drink",0,0,"1+",1,3,TRUE,0,"USD","9.2M","5.1 and up","iMenu360","https://bellymelly.com/","support@bellymelly.com","Apr 11, 2021","Apr 12, 2021","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 06:19:04
"Shibshib","shibshib.com.shibshib","Simulation",5,7,"10+",10,36,TRUE,0,"USD","3.1M","Varies with device","Koshari",NA,"simplymishapen@gmail.com","Oct 7, 2017","Oct 16, 2019","Everyone","https://www.privacypolicies.com/generic/",TRUE,FALSE,FALSE,2021-06-16 10:12:02
"VX Private App","com.vxcommunity.www.thevaluesexchangeprivateapp","Education",0,0,"50+",50,80,TRUE,0,"USD","1.4M","4.0.3 and up","Values Exchange","http://www.vxcommunity.com","valuesexchange@gmail.com","Oct 27, 2017","Oct 28, 2017","Everyone","http://www.vxcommunity.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 07:15:22
"C3ntro Mobile Office","com.c3ntro.mobileoffice.android","Communication",0,0,"100+",100,499,TRUE,0,"USD","3.2M","4.0 and up","C3NTRO TELECOM","http://www.c3ntro.com","communicator.support@c3ntro.com","Jul 10, 2017","Jul 10, 2017","Everyone","https://www.c3ntro.com/aviso-de-privacidad/",FALSE,FALSE,FALSE,2021-06-16 04:57:51
"Digital Democracy","com.digitalDemocracy.app","Social",0,0,"10+",10,37,TRUE,0,"USD","9.0M","4.4 and up","BitStone SRL","https://digitaldemocracy.net/","alex.boc@gmail.com","Sep 17, 2019","Oct 11, 2019","Teen","https://app.digitaldemocracy.net/terms/privacy.html",FALSE,FALSE,FALSE,2021-06-16 12:06:54
"Hexagon Pals - Fun Puzzle Match Game With Colours","com.blacksheepgames.slproj007","Puzzle",4.7,6,"1,000+",1000,1984,TRUE,0,"USD","6.6M","4.1 and up","Black Sheep Games","http://www.facebook.com/BlackSheepGames","BlackSheepGamesHelp@gmail.com","Aug 12, 2017","Dec 16, 2019","Everyone","https://groups.google.com/forum/#!topic/privacy-policy/vsQU0rd-9ag",TRUE,TRUE,FALSE,2021-06-15 23:35:56
"045 Guide","aap.guid.com","Social",4.5,59,"1,000+",1000,1524,TRUE,0,"USD","4.5M","4.0 and up","045guide","http://www.045guide.com","info@ontackegy.com","Aug 25, 2016","Dec 08, 2016","Teen","http://045guide.com/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 10:57:35
"Scratch it! - Collects Hearts Games","com.scratch.fun.stress","Casual",4.6,1265,"10,000+",10000,43168,TRUE,0,"USD","38M","5.0 and up","Pat Studio",NA,"patrickriley162@gmail.com","Apr 14, 2020","Jul 23, 2020","Everyone","https://docs.google.com/document/d/1hrQmp5b9ABT2fMGvOrvqo3Mzt7BAxXVdsNqashhfX-w/edit?usp=sharing",FALSE,TRUE,FALSE,2021-06-16 05:13:22
"Rose Tattoo","com.rose.tatid.app1","Lifestyle",4.5,27,"5,000+",5000,5731,TRUE,0,"USD","10M","4.1 and up","mountain",NA,"alanisabigail36@gmail.com","Mar 5, 2015","Jun 02, 2020","Mature 17+","http://bymountain.blogspot.com.tr/2017/02/privacy-policy-with-name-of-publisher.html",TRUE,FALSE,FALSE,2021-06-16 04:06:46
"Click Kart","com.vectorcoder.androidecommerce.clickkart","Shopping",3.5,11,"1,000+",1000,2261,TRUE,0,"USD","22M","4.2 and up","INFOSOFT IT","http://www.clickkart.net","chinmoy4c@gmail.com","Jan 27, 2018","Jan 27, 2018","Everyone","http://www.clickkart.net/privacy",FALSE,FALSE,FALSE,2021-06-16 08:57:20
"Sebastien Couturier Coiffeur","com.shortcutssoftware.mysalon.ebastiencouturiercoiffeur","Beauty",0,0,"50+",50,77,TRUE,0,"USD","2.5M","5.1 and up","Shortcuts Software Pty Ltd","http://www.sebastiencouturier.fr","sebastiencouturier@hotmail.fr",NA,"Mar 30, 2021","Everyone","http://www.shortcuts.com.au/privacy",FALSE,FALSE,FALSE,2021-06-16 12:36:53
"<U+0633><U+0648><U+0631><U+0629> <U+0627><U+0644><U+0643><U+0647><U+0641> <U+0644><U+0644><U+0634><U+064A><U+062E> <U+0639><U+0628><U+062F> <U+0627><U+0644><U+0628><U+0627><U+0633><U+0637> <U+0639><U+0628><U+062F> <U+0627><U+0644><U+0635><U+0645><U+062F> <U+0628><U+062F><U+0648><U+0646> <U+0646><U+062A>","com.surahkahf.abdelbassit","Music & Audio",4.9,35,"10,000+",10000,11720,TRUE,0,"USD","20M","4.1 and up","baby store","https://textapp2020.blogspot.com/","nantais145@gmail.com","Nov 26, 2018","Nov 26, 2018","Everyone","https://sites.google.com/view/privacy-policyforapps",TRUE,FALSE,FALSE,2021-06-15 20:25:19
"Color water sort puzzle: Color sorting games 3d","com.HardikGame.com.water.bottle.sort.puzzle","Puzzle",4.5,17,"500+",500,962,TRUE,0,"USD","18M","4.4 and up","DateFinder","http://naughtyvideochat.com","branding365business@gmail.com","Mar 29, 2021","May 05, 2021","Everyone",NA,TRUE,TRUE,FALSE,2021-06-16 13:21:54
"EPF Balance Check, PF Balance & Passbook","videostatus.bank.pfbalancecheck.epfbalancecheck","Finance",4,1669,"500,000+",5e+05,728519,TRUE,0,"USD","2.9M","4.2 and up","Foster Inc.",NA,"fosterinc47@gmail.com","Dec 24, 2018","Feb 19, 2020","Everyone","http://frameshope.blogspot.com",TRUE,FALSE,FALSE,2021-06-16 03:50:31
"DDR Finder - Crowd-sourced Arcade Locations","com.andrew67.ddrfinder","Maps & Navigation",4.5,15,"1,000+",1000,1918,TRUE,0,"USD","2.5M","6.0 and up","Andrew67 Software","https://ddrfinder.andrew67.com/","ddrfinder@andrew67.com","Oct 6, 2016","May 14, 2021","Everyone","https://ddrfinder.andrew67.com/android/privacy-policy.html",FALSE,FALSE,FALSE,2021-06-16 12:59:06
"Deliv - comanda mancare","deliv.ro","Food & Drink",3.5,92,"10,000+",10000,20056,TRUE,0,"USD","3.5M","4.4 and up","Websetup Solutions Srl","https://www.deliv.ro","contact@deliv.ro","Dec 23, 2017","Jan 12, 2020","Everyone","https://www.deliv.ro/p/politica-datelor-cu-caracter-personal",FALSE,FALSE,FALSE,2021-06-15 20:59:30
"X-DRONE PRO","com.xdrone.pro.app","Entertainment",3.2,62,"5,000+",5000,7302,TRUE,0,"USD","23M","4.3 and up","Wu Jian","http://www.mjxrc.net/","jameswu@mjxrc.com","Jun 13, 2018","May 15, 2021","Everyone","http://www.mjxrc.net/",FALSE,FALSE,FALSE,2021-06-16 05:09:37
"Find the differences","com.mbth.jogodos7erros","Puzzle",3.3,59,"10,000+",10000,29880,TRUE,0,"USD","3.9M","2.3 and up","SpeedApps",NA,"marc45rs@gmail.com","May 3, 2015","May 04, 2015","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 10:15:27
"Beautiful Girl CGI Keyboard Background","com.ikeyboard.theme.beautiful.girl.cgi","Entertainment",4.6,968,"50,000+",50000,85302,TRUE,0,"USD","3.3M","4.1 and up","Delicate theme keyboard for Andriod Apps","https://wasdesignstudiotheme2008-82ce6.web.app","was.design.studio.theme.2008@gmail.com","Oct 1, 2020","Oct 01, 2020","Everyone","https://wasdesignstudiotheme2008-82ce6.web.app/privacy-policy-en.html",TRUE,FALSE,FALSE,2021-06-16 12:43:37
"BleuPage Titanium","com.bleupagetitanium","Social",0,0,"10+",10,23,TRUE,0,"USD","46M","5.0 and up","Bleupage",NA,"bleupageapp@gmail.com","Nov 21, 2019","Nov 21, 2019","Teen","https://www.bleupage.com/ultimate/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 03:46:05
"Miranda Sings Fake Call","dotcom.miranda.sings","Entertainment",3.8,108,"10,000+",10000,32996,TRUE,0,"USD","25M","4.1 and up","NorminSlime","https://norminslime2.blogspot.com","cameronnormin0321770@gmail.com","Jun 11, 2020","Jun 11, 2020","Everyone","https://norminslime.blogspot.com/2020/05/privacy-policy-celebrities-fake-call.html",TRUE,FALSE,FALSE,2021-06-16 07:00:23
"Radio France 2020 - Gratuit","com.RadioFrance2020.Gratuit","News & Magazines",0,0,"100+",100,243,TRUE,0,"USD","2.9M","4.1 and up","SherafEddApps",NA,"elbrigui.charaf@gmail.com","Sep 4, 2020","Sep 04, 2020","Teen",NA,TRUE,FALSE,FALSE,2021-06-16 08:53:34
"Color by Number - scotland - Pixel Art","com.mitsu.ColorNo33_scotland","Entertainment",0,0,"100+",100,469,TRUE,0,"USD","7.4M","4.0 and up","mitsu3ma","https://hosting-c407e.web.app/","mitsu3ma+developer@gmail.com","Apr 21, 2019","Oct 10, 2019","Everyone","https://sites.google.com/view/mitsu3ma/privacy-policy",TRUE,TRUE,FALSE,2021-06-16 12:49:04
"Bullets Guns Keyboard Theme","com.ikeyboard.theme.bullets.guns","Personalization",4.7,50,"5,000+",5000,7331,TRUE,0,"USD","3.6M","4.1 and up","Free keyboard for Android-2021 theme apps","https://cekalsid-5fe02.web.app","cekalsid@gmail.com","Dec 26, 2017","Apr 27, 2020","Everyone","http://www.kikatech.com/privacy_en_kika_keyboard_theme.html",TRUE,FALSE,FALSE,2021-06-15 21:35:52
"<U+9748><U+6A5F>-<U+5341><U+4E8C><U+751F><U+8096><U+904B><U+52E2> <U+516B><U+5B57><U+7B97><U+547D> <U+59D3><U+540D><U+914D><U+5C0D> <U+958B><U+904B><U+8F49><U+904B>","oms.mmc.fortunetelling_gm2","Entertainment",4.5,10018,"100,000+",1e+05,498402,TRUE,0,"USD","57M","5.0 and up","<U+9748><U+6A5F><U+73FE><U+4EE3><U+79D1><U+6280><U+9928>","http://m.linghit.com/","patrickding75@gmail.com","Sep 27, 2013","Apr 28, 2021","Teen","http://cs.5yuve3uxd7.cn/html/gm3.html",TRUE,TRUE,FALSE,2021-06-16 13:52:24
"Tiny Racer - Memomoti","com.memomoti.tinyracer","Educational",0,0,"5,000+",5000,6152,TRUE,0,"USD","28M","4.4 and up","eduGamiTec","http://www.memomoti.com","gira@edugamitec.com","Aug 26, 2020","Jan 13, 2021","Everyone","http://memomoti.com/childrens-privacy-policy",FALSE,FALSE,FALSE,2021-06-16 09:04:35
"Elvish Calendar - The Imladris Reckoning","io.kodular.ksirion.Elven_Calendar1","Entertainment",4.6,8,"500+",500,514,TRUE,0,"USD","6.3M","4.4 and up","Anubis2814",NA,"ksirion@gmail.com","Jul 11, 2020","Jul 12, 2020","Everyone",NA,FALSE,TRUE,FALSE,2021-06-16 05:43:24
"70s ~ 2000s Disco Music Nonstop","myradio4u.s70s80s90s00s","Music & Audio",0,0,"10+",10,26,TRUE,0,"USD","4.0M","4.2 and up","PB Solutions",NA,"pbsolutionsapp@gmail.com","May 10, 2021","May 11, 2021","Everyone","http://myradio4u.com/radio_rs/1911_privacy_policy.php",TRUE,FALSE,FALSE,2021-06-16 00:30:23
"Pay as you Track - Track","com.payasyoutrack","Maps & Navigation",0,0,"500+",500,695,TRUE,0,"USD","1.5M","4.0 and up","Pay as you Track","http://payasyoutrack.com","info@payasyoutrack.com","Oct 13, 2014","Dec 07, 2020","Everyone","https://payasyoutrack.com/privacy-policy/",FALSE,FALSE,FALSE,2021-06-15 21:30:30
"<U+041A><U+0430><U+043A> <U+0441><U+0434><U+0435><U+043B><U+0430><U+0442><U+044C> <U+0432><U+0430><U+043B><U+044C><U+0434><U+043E><U+0440><U+0444><U+0441><U+043A><U+0443><U+044E> <U+043A><U+0443><U+043A><U+043B><U+0443>. <U+0418><U+043D><U+0441><U+0442><U+0440><U+0443><U+043A><U+0446><U+0438><U+044F>","ru.OlMal.KakSdelValfdKuklInstr","Education",2.6,5,"1,000+",1000,1496,TRUE,0,"USD","6.5M","4.3 and up","OlMal",NA,"olmal9691@gmail.com","Sep 24, 2019","Sep 25, 2019","Everyone","https://sites.google.com/view/olmal-privacy-policy/",TRUE,FALSE,FALSE,2021-06-16 11:33:52
"Themes for Oppo A9 2020: Oppo A9 2020 Wallpapers","com.FieryThemes.oppo.launchers.wallpapers.themes.a92020wallpapers.a92020themes.a92020launchers","Personalization",0,0,"100+",100,115,TRUE,0,"USD","5.9M","4.2 and up","Fiery Themes",NA,"themesfiery@gmail.com","Jan 7, 2021","Jan 07, 2021","Everyone","https://fierythemes.blogspot.com/",TRUE,FALSE,FALSE,2021-06-15 22:15:01
"Dizalty-Messenger","com.dizalty.app","Communication",4.9,14,"1,000+",1000,1276,TRUE,0,"USD","57M","4.4 and up","Dizalty","https://social-dizalty.tv","contact@dizalty.tv","Mar 22, 2021","Jun 11, 2021","Teen","https://social-dizalty.tv/site-pages/privacy_policy_us",TRUE,FALSE,FALSE,2021-06-16 08:47:27
"QuickTune 7 - Forza 7 Tuning Calculator","com.fiftyinch.quicktune7","Tools",4.4,163,"1,000+",1000,4662,FALSE,4.99,"USD","36M","4.0.3 and up","Fifty Inch","http://forzaquicktune.com","fb@fiftyinch.com","Dec 12, 2017","Jun 14, 2021","Everyone",NA,FALSE,FALSE,FALSE,2021-06-15 23:14:16
"Broken Screen-Crack Free","com.nxtlevels.sks.brokenscreen","Entertainment",4.4,12,"1,000+",1000,2934,TRUE,0,"USD","2.1M","2.3 and up","RealApp101",NA,"realapp101@gmail.com","Jun 5, 2015","Jun 05, 2015","Everyone","https://docs.google.com/document/d/1PDKQRAIpZFPUEYmDU0909OCjbTcc2NKPSm8RXxseQe4/edit?usp=sharing",TRUE,FALSE,FALSE,2021-06-16 10:08:55
"Bible App - Tamil (Offline)","gonext.bible","Books & Reference",4.5,160,"10,000+",10000,32167,TRUE,0,"USD","8.0M","4.2 and up","Gonext Info Solutions Pvt Ltd","http://gonextinfo.in","info4gonext@gmail.com","May 25, 2017","Oct 15, 2017","Everyone","http://gonextinfo.in/policy.html",TRUE,FALSE,FALSE,2021-06-16 08:06:14
"Sygo","com.companyname.synergoapp","Business",4,383,"1,000+",1000,4974,TRUE,0,"USD","34M","4.3 and up","Synergo Technologies","https://www.msygo.com","hello@synergo.co","Oct 12, 2018","Jun 14, 2021","Everyone","https://www.msygo.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 09:57:20
"Ortung GBT / CBT","io.cca.sbb.guide.gbt","Business",0,0,"100+",100,491,TRUE,0,"USD","105M","7.0 and up","Control Center Apps GmbH","https://www.sbb.ch/de/meta/kontakte.html","ict.servicedesk@sbb.ch","May 10, 2019","May 18, 2021","Everyone","https://app.guide.tng.sbb.cca.io/de/privacy-policy.html",FALSE,FALSE,FALSE,2021-06-15 21:09:17
"Goldstar Clinic","com.coachcare.goldtarclinic","Health & Fitness",0,0,"5+",5,6,TRUE,0,"USD","202M","6.0 and up","CoachCare","https://www.goldstarclinics.com/","mobile@coachcare.com","May 7, 2020","May 28, 2021","Everyone","https://www.coachcare.com/privacy/",FALSE,FALSE,FALSE,2021-06-15 23:16:55
"Crawl Snake","com.zhangmobile.crawlsnake","Racing",4.2,1105,"100,000+",1e+05,165971,TRUE,0,"USD","15M","2.3 and up","ZhangMobile",NA,"zhang2mobile@gmail.com","Apr 20, 2017","Apr 20, 2017","Everyone","http://zhangmobile.lofter.com/",TRUE,FALSE,FALSE,2021-06-15 20:55:09
"login catalog","dev.davidcobbina.logincatalog","Art & Design",0,0,"10+",10,16,TRUE,0,"USD","12M","4.1 and up","David Cobbina","https://davidcobbina.com/#/","davidcobbina47@gmail.com","Jan 14, 2021","Jan 14, 2021","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 00:29:01
"Cefa's New Home, Book #1","com.catonpub.Cefa11","Education",0,0,"0+",0,0,FALSE,2.99,"USD","2.7M","4.2 and up","Anne Cristine Caton","http://www.cefathecat.com","catonpub@gmail.com","Nov 14, 2018","Nov 14, 2018","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 02:09:02
"Biljettkiosken QR-entré","se.biljettkiosken.qrentre","Tools",0,0,"1,000+",1000,1204,TRUE,0,"USD","8.8M","2.3 and up","Citypuls AB","http://www.qrentre.se","support@biljettkiosken.se","Jul 8, 2015","Nov 08, 2016","Everyone","https://www.biljettkiosken.se/qrentre/privacy",FALSE,FALSE,FALSE,2021-06-16 10:23:40
"Ram Booster & Battery Saver: Cleaner, CPU Cooler","com.annayahapps.ram.cleaner.booster.battery.saver","Tools",4.2,178,"10,000+",10000,19496,TRUE,0,"USD","5.1M","4.0.3 and up","Annayah Apps Studio",NA,"annayahappsstudio@gmail.com","Dec 21, 2018","Mar 13, 2019","Everyone","https://annayahappsstudio.blogspot.com/2018/10/privacy-policy.html",TRUE,FALSE,FALSE,2021-06-16 10:46:15
"Side Hustle Central","com.appbuilderpro.dashboard.android5debf7cfb12cd","Finance",0,0,"100+",100,280,TRUE,0,"USD","6.6M","4.4 and up","Shaffer and Sons",NA,"gggguns@yahoo.com","Dec 15, 2019","Dec 15, 2019","Everyone","https://dashboard.appbuilderpro.com/application/privacypolicy?id=5debf7cfb138f",TRUE,FALSE,FALSE,2021-06-16 10:09:22
"Closer Hearts theme for APUS","com.apusapps.theme.i_closer_hearts_e873328b2f","Personalization",4.4,1825,"100,000+",1e+05,152855,TRUE,0,"USD","1.1M","1.6 and up","WonderLand Team","http://www.apusapps.com","wonderlandteam2@gmail.com","Oct 24, 2015","Nov 18, 2015","Everyone","http://static.themes.apusapps.com/theme/privacypolicy.html",FALSE,FALSE,FALSE,2021-06-15 20:51:16
"Sandesh Connect","com.sandeshconnect","News & Magazines",4.3,25,"1,000+",1000,3196,TRUE,0,"USD","4.1M","4.0.3 and up","The Sandesh Ltd","http://www.sandesh.com","digital@sandesh.com","Dec 29, 2018","Nov 20, 2019","Everyone",NA,FALSE,FALSE,FALSE,2021-06-15 23:46:35
"Stack & Build io","build.stack.run.io","Action",0,0,"5,000+",5000,8446,TRUE,0,"USD","42M","5.0 and up","Sifo-Dyas","http://lipsar.studio","company@lipsar.studio","Jan 19, 2021","Feb 03, 2021","Everyone","http://lipsar.studio/everplay/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 06:14:56
"Layla - Musical Jump - Eric Clapton Songs","com.suolis.LayEric","Adventure",0,0,"100+",100,100,TRUE,0,"USD","27M","4.1 and up","Skalpelis",NA,"Skalpelis1997@gmail.com","Aug 30, 2019","Aug 30, 2019","Everyone","https://unity3d.com/legal/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 01:40:18
"Neon Flower Photo Frame","com.world.photo.frame.neonflowerphotoframe","Photography",4,6,"500+",500,974,TRUE,0,"USD","6.7M","4.0.3 and up","World Photography",NA,"worldphotography315@gmail.com","Feb 19, 2018","Nov 01, 2018","Everyone","http://worldphotography315.blogspot.in",TRUE,FALSE,FALSE,2021-06-15 21:18:15
"Amma part of Sheikh Ahmed AlAgami without internet","com.ajamyamm.ahmed","Music & Audio",0,0,"1,000+",1000,2771,TRUE,0,"USD","26M","4.1 and up","Ahmed mohammed","https://ahmedapp1.blogspot.com/app-ads.txt","ahmed.amin.7944@gmail.com","Jul 14, 2020","May 06, 2021","Teen",NA,TRUE,FALSE,FALSE,2021-06-16 06:05:55
"<U+FEFF>Cá R<U+1ED3>ng Huy Th<U+1EA3>o","com.mediastep.shop254","Shopping",0,0,"5+",5,5,TRUE,0,"USD","39M","4.3 and up","Gosell","https://caronghuythao.gosell.vn/home","gosell001@gmail.com","Dec 11, 2019","Nov 08, 2020","Everyone","https://www.gosell.vn/en/app-privacy-policy/",FALSE,FALSE,FALSE,2021-06-15 20:37:44
"Rays Academy","co.classplus.rays","Education",4.8,81,"500+",500,878,TRUE,0,"USD","39M","4.2 and up","Education Media","http://www.classplusapp.com","support@classplus.co","Apr 4, 2018","Jun 06, 2021","Everyone","https://classplusapp.com/privacy.html",TRUE,FALSE,FALSE,2021-06-16 01:46:36
"Sushimi","com.mesaro.sushimi","Arcade",0,0,"10+",10,31,TRUE,0,"USD","21M","2.3 and up","MesaRO LLC.","http://www.sushimi.co","support@sushimi.co","Jan 16, 2015","Jan 16, 2015","Everyone",NA,FALSE,FALSE,FALSE,2021-06-15 21:09:27
"PLAYit : Slideshow Video Maker 2021","com.lovevideomaker.videostatusmaker.lovephotovideoeditor","Video Players & Editors",3.9,9,"1,000+",1000,1678,TRUE,0,"USD","16M","4.4 and up","Video Maker & Lyrical Video Status LLC",NA,"divyesh.chodvadiya15@gmail.com","Jan 4, 2021","May 08, 2021","Everyone","https://sites.google.com/view/videomakernlyricalvideollc/home",TRUE,FALSE,FALSE,2021-06-16 01:38:45
"Radio Emisoras Colombia","com.incanatoapps.emisorascolombia","Music & Audio",4.3,12,"1,000+",1000,2490,TRUE,0,"USD","4.1M","4.1 and up","IncanatoApps",NA,"incanatoapps@gmail.com","Sep 14, 2017","Oct 04, 2017","Everyone","https://sites.google.com/site/incanatoapps/home",TRUE,FALSE,FALSE,2021-06-16 03:53:19
"Funny videos to enjoy","videosgraciosos.funny.videoengracados","Entertainment",0,0,"50+",50,67,TRUE,0,"USD","6.1M","5.1 and up","gabriel linares",NA,"gabriellinares735@gmail.com","Aug 27, 2020","Aug 27, 2020","Teen","https://onesignal.com/privacy_policy",TRUE,FALSE,FALSE,2021-06-16 13:21:36
"Figurinhas e Memes - WaStickerApps 2021","com.NEWLOOKSTICKERS.stickers_figurinhas_prtogalfrases_mems_prtogals","Entertainment",3.8,105,"100,000+",1e+05,128656,TRUE,0,"USD","6.4M","4.1 and up","NEW LOOK STICKERS","https://adtext1.blogspot.com/ads.txt","saadel1949@gmail.com","Mar 16, 2020","May 12, 2021","Mature 17+","https://sites.google.com/view/privacy-policy-new-look/accueil",TRUE,FALSE,FALSE,2021-06-16 11:45:18
"UU Kekuasaan Kehakiman (Nomor 48 Tahun 2009)","com.raymo.uuhakimri","Books & Reference",0,0,"1,000+",1000,1497,TRUE,0,"USD","3.7M","4.0 and up","Raymo","https://raymodev.blogspot.com","raymondpradipto@gmail.com","Mar 14, 2018","Mar 15, 2018","Everyone","http://raymondpradipto.blogspot.co.id/p/privacy-policy.html",TRUE,FALSE,FALSE,2021-06-16 10:57:06
"Tarpukario legendos","com.SneakyBox.KaunasInLegendos","Educational",0,0,"50+",50,94,TRUE,0,"USD","83M","4.1 and up","Kauno m. savivaldybe",NA,"info@sneakybox-studios.com","Oct 1, 2018","Oct 01, 2018","Everyone","http://sneakybox-studios.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 07:47:53
"Tadmur-Seyana","com.Tadmur.CustomerPortal","Business",0,0,"10+",10,19,TRUE,0,"USD","3.2M","4.4 and up","Tadmur Trading",NA,"customercare.seyana@tadmur-trading.com","Aug 4, 2020","Aug 04, 2020","Everyone","http://www.tadmur-trading.com/",FALSE,FALSE,FALSE,2021-06-15 22:21:14
"Happy factory","com.base.game","Simulation",0,0,"10+",10,38,TRUE,0,"USD","66M","5.0 and up","Swamp Games","http://swampgames.html.xdomain.jp/","swampgame99@gmail.com","Apr 16, 2021","Apr 17, 2021","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 05:22:53
"Tantine","com.tantine","Health & Fitness",4.8,28,"5,000+",5000,9467,TRUE,0,"USD","17M","4.4 and up","Tantine Group Ltd","http://www.tantine.rw","tantinerwanda@gmail.com","Aug 21, 2017","Dec 10, 2020","Everyone","http://www.tantine.rw/amabwiriza",FALSE,FALSE,FALSE,2021-06-15 22:56:31
